WOD code,NODC code,Platform Name
1680,31JG,J. W. GIBBS
1696,31JW,J. W. THOMASON
2176,31W8,J. WILLIS
2402,313J,J.A. FURER
1959,31Q7,J.D. BLACKWOOD
3366,32UK,J.W. POWELL
2258,31ZI,J.W.WILKE
10117,33IE,JACK FITZ (Call sign WCZ2375; built 1999; IMO8964836)
5834,74JA,JACKEL
8278,33AK,JACQUELINE
8597,35JA,JACQUES CARTIER
11513,48ZG,JADE (Slocum glider;WMO 6801660;operated by NATO STO-CMRE)
1327,29JC,JAFUDA CRESQUES
5837,74JG,JAGUAR
4419,42JA,JALANIDHI
1301,28JA,JAMBELI
5836,74JC,JAMES CLARK ROSS (R/V; call sign ZDLP; built 1991; IMO8904496)
5429,61CO,JAMES COOK
8776,74H7,JAMESIA (STEAM SHIP - CIRCA 1896)
5360,58JM,JAN MAYEN (F/V;c.s.LAHV;comm-d 09.1988;decomm-d 06.2011;IMO8716655)
314,06JW,JAN WELLEM
5358,58JA,JANA
4781,49JP,JAPAN ACE
2515,316Q,JAPAN MAIL
4778,49JB,JAPAN TUNA NO. 2
1231,26JS,JAPETUS STEENSTRUP
8027,90WJ,JARKIY
7798,90WM,JARNISHNAYA BAY (COASTAL STATION)
2985,32JT,JARRETT
3987,34JA,JARSO L/V
8942,58CW,JASAI
2966,32JA,JASPER
591,09JB,JAY BEE
2970,32JE,JEAN A.
8279,33AP,JEAN B
4168,35JC,JEAN CHARCOT (FNOY)
63,ICJC,JEAN CHARCOT (USE 35JC)
142,SEJC,JEAN CHARCOT (USE 35JC)
8280,33AU,JEAN DARE
11150,182P,JEAN MATHIEU (F/V;length 19.8;built 1986;MMSI316001936)
896,18JP,JEAN PIERRE
893,18JJ,JEANJACQUES
201,06AS,JEBSEN SOUTHLAND
5580,66AH,JEBSEN TIMARU
3506,32YL,JEFF AND TINA
2425,3136,JEFFERS
2996,32J4,JENNIE & JACKIE
1269,26SA,JENS CHRISTIAN SVABO 
8665,26JE,JENS MAERSK (Call Signal OYYK2)
1232,26JV,JENS VAEVER
572,09F5,JERVIS BAY (COASTAL STATION) 
592,09JC,JERVIS BAY (HMAS;GT203;c.s.VKCW;b.1969;ex.MS Australian Trader;dec-d 04.1994)
1138,24JR,JI RI SAN
2974,32JI,JINITA (TB)
593,09JE,JO ELLEN
2978,32JM,JOAN MARIE (TB)
115,PAJB,JOANA BONITA (3EFY6) 
5624,68JD,JOAO DE LISBOA
5612,68AD,JOAO ROBY
4173,35JZ,JOB HA ZELIAN
5142,49ZY,JOBAN
10151,58J1,JOHAN HJORT (Active 1922 - 1931)
10152,58J4,JOHAN HJORT (Active 1932 - 1956)
5359,58JH,JOHAN HJORT (R/V;call sign LDGJ; built 1990; IMO8915768)Q
6854,58JR,JOHAN RUUD
8943,58CX,JOHANNA MARIA
7658,06JM,JOHANNES MULLER
925,18MC,JOHN A. MACDONALD (CCGS; commissioned 1960;decommissioned 1991)
5835,74JB,JOHN BISCOE (R/V;active 1956-1991;sold 1992;renamed Fayza Express)
2988,32JW,JOHN DEWOLFE (R/V)
3869,3288,JOHN F. KENNEDY (CVA-67)!
5869,74MJ,JOHN MURRAY (RRS;call sign GMNH;built 1963;ren-d Alkaid 1981;IMO5428439)!
1676,31JC,JOHN N. COBB (NOAA ship; call sign WMVC; built 01.1950)
849,18DD,JOHN P. TULLY (CCGS;Offshore Oceangr.Science Vessel;call sign CG2958;built 1985)
1686,31JM,JOHN R. MANNING
7401,18S7,JOHN STRICKLAND
3659,3220,JOHN V. VICKERS (WTEC)
2980,32JO,JOHNSON
2526,3161,JOIE DE VIVRE
10343,48BG,JOLLY GRIGIO (Cont.s;c.s.IBSZ;b.1977;ex.Bellman 05.1981;dec-d 05.2013;IMO7616353
10287,48BH,JOLLY ORO (C/S;;c.s.IBWQ;b.1981;ex.Saudi Riyadh 2001;dec-d 03.2012;IMO7900053)
895,18JO,JONQUIERE
7417,29JR,JOSE RIOJA (R/V; call sign EA-7823; built 1984)
129,PAJL,JOSEPH LYKES 
8649,26JM,JOSEPHINE MAERSK
2086,31UQ,JOUETT
1688,31JO,JOYCE
4784,49JY,JOYO MARU (Call sign 7LVS; built 10.1962)
10593,54CI,JPO PISCES (Call sign A8GU8;b.2005;ex.P&O Nedlloyd Carthago 2006;IMO9297852) 
10033,54CW,JPO SCORPIUS (Container Ship; call sign A8KC6; built 2007; IMO9307279)
10054,54JV,JPO VOLANS (Cont.Ship; call sign A8RW3;built 2010;IMO9430777)
10531,CYAH,JRS CANIS (Cont.ship;call sign C4LN2;built 2006;IMO9339014)
9779,ESJU,JUKU (Call sign ES2246)
4171,35JU,JULES E [DELBY (1932)
312,06JF,JULIUS FOCK
3584,320T,JUNE BOLLINGER
2995,32J3,JUNEAU
3989,34JU,JUNGFRUSKAR F/S
8793,65AE,JUNIN 2 (FISHING BOAT)
7153,4915,JUNKO MARU
3988,34JS,JUSARO L/V
8549,SIJC,JUSTICE CONTAINER (Call Sign S6QW)
2851,32F1,JUSTIN FOSS
5270,57AC,JUSTO SIERRA 
5840,74JU,JUTLAND (HMS;D62;comm-d 07.1947;decomm-d 1965)
5361,58JU,JUVEL (1963) 
7349,492G,KABASHIMA
5076,49XG,KAGAMI
4698,49GB,KAGAMI MARU
4697,49GA,KAGAWA MARU
9501,49NP,KAGAWA MARU (Call sign JIHB; active 1986 - 1998)
4612,49CG,KAGOSHIMA MARU
10086,491Z,KAGOSHIMA MARU (Call sign JABM;operation dates:09.1960-09.1981;IMO5178400)
11009,492Y,KAGOSHIMA MARU (Training v.;call sign 7JJW;built 2012;IMO9580479)
5423,61AD,KAHAROA (R/V; call sign ZM7552; built 1981)
1710,31KA,KAHO
4785,49KA,KAIHO-MARU
4906,49OI,KAIKO MARU
3013,32KL,KAILUA
3911,33KA,KAIMALINO (SSP)
11148,490T,KAIMEI (R/V;call sign 7JVB;built 2015;IMO9712448;JAMSTEC)
7662,33KI,KA'IMIKAI-O-KANALOA (WBN-4310)
7426,33KM,KA'IMIMOANA (NOAA ship;R/V;c.s. WTEU;built 1989;ex Titan 1996;IMO8835231)
9216,49ZR,KAIREI (Call Sign JRZH; built 03/1997)
11362,493V,KAISEI (F/V;call sign JD4026;length 30;MMSI 431008173)
5086,49XS,KAIUN MARU
10094,49XX,KAIUN MARU (F/V; call sign JRFC;built 1994;IMO9083615)
4576,49BE,KAIYO
8705,49F5,KAIYO (HL05;call sign JGBF; 10.1993 to present; Hyd.Dept.JMSA)
5079,49XK,KAIYO (R/V; call sign JRPG; built 05.1985; IMO8223684; JAMSTEC)
10331,493M,KAIYO MARU (Call sign JNVF;service date 09.1967-07.1991;Japan.Fish.Agency)
4816,49K6,KAIYO MARU (Niigata Prefecture)
10244,490S,KAIYO MARU (R/V;call sign JNZL;built 1991;IMO8920012;Japanese Fisheries Agency)
4811,49K1,KAIYO-MARU NO 1 (R/V; active 10.1939-10.1944)
4812,49K2,KAIYO-MARU NO 2
4813,49K3,KAIYO-MARU NO 3
4814,49K4,KAIYO-MARU NO 4
4815,49K5,KAIYO-MARU NO 5 (R/V;call sign JJWD; active 02.1943 - 09.1952)
4788,49KD,KAIYO-MARU NO 6
4601,49B5,KAIYOU
52,GHKA,KAKADIAMAA (R/V;call sign 9GYW;built 1979;IMO7900780)\0
7278,ESKA,KAKE (Call sign ES2368)
5056,49VK,KAKUYO MARU (F/V;call sign JEXD;built 1975;ren-d Tsuru Maru 2005;IMO7429401) 
4399,41KA,KALAVA
3990,34KA,KALBADAGRUND L/S
596,09KA,KALINDA
9190,77KG,KALKGRUNDET (Lightship 1883 - 1922)
3993,34KL,KALLBADAN L/V
6614,901F,KALLISTO
1108,24AE,KALMAEGI HO
7214,909B,KALMIKOVO
6936,90KJ,KALPER (F/V; call sign UHVF; built 1978; IMO7723144) 
3644,322K,KAMCHATKA (TB)
7317,90ET,KAMCHATSKY
6435,90KY,KAMENSKOYE (R/V; call sign EVXZ; built 1970; IMO7030846)!
8058,49D5,KAMIKAZE
9090,PAKI,KAMINESAN (Call sign HPJF)
7151,4913,KAMITAKA MARU (Call sign JKOL; built 02.1937)
4797,49KM,KAMOI-MARU (Call sign JVAB; active 02.1927-07.1944)
4653,49DT,KAMOME
3012,32KK,KANA KEOKI
5588,67AB,KANARYJKA (SZN 83)
7799,90WN,KANDALAKSHA BAY (COASTAL STATION)
1107,24AD,KANGWON 854 (Active 1983-present; ex. Chun Ma San)
1120,24AS,KANGWON 867
5434,61KA,KANIERE
4897,49N2,KANO
5152,491K,KANO MARU
317,06KF,KAP FARVEL
9410,LTKP,KAPERIS (R/V; call sign LYOS; commissioned 08.2010)
10336,90S4,KAPITAN BELOUSOV (Built 1942;ex.Severny Veter 1946;r-d USS Northwind 01.1952)
6638,9069,KAPITAN CHIRKOV
6349,90CF,KAPITAN DEMIDOV
8553,90XG,KAPITAN DRANITSYN (Built 1980; IMO7824405)
9347,RUOS,KAPITAN OSTANIN
6432,90KS,KAPITAN SHAYTANOV (F/V; call sign UFYN; built 12.1985; IMO8723622)
9348,RULV,KAPITAN SOKOLOV (Pilot Boat;call sign UFEW;MMSI 273439640;Novorossiysk)
8944,58CY,KAPR BJERKAN 
903,18KP,KAPUSKASING (J326; active 08.1944-03.1946; 1949-1972)
10201,90XX,KARA-BOGAZ-GOL
6350,90CG,KARA-DAG (Call sign EWVW; built 1971; IMO7102730 Register of ships 1989-90)
6418,90KA,KARBAS
7592,64KD,KAREL DOORMAN
3019,32KR,KAREN MARY (TB)
599,09KN,KARIN
7623,AGKK,KARIN KNORR (V2HX)
6920,PAKB,KARINA BONITA
465,07LK,KARL LIEBKNECHT
10346,90XX,KARL MARX (Arctic data collected in 1934)
10489,907O,KARTESH (R/V;call sign UBXJ;built 12.1973;comm-d 1992;decomm-d 12.2011)
3965,34AJ,KARTTU
4791,49KG,KASASAGI-MARU
9286,9.00E+05,KASATKA
6426,90KL,KASHALOT
4934,49PL,KASHIMA
4887,49NH,KASHIMA MARU 
9978,49UU,KASHIMA MARU (F/V;call sign JEDY;built 1993;IMO9061100)
4699,49GC,KASHIMASAN MARU (JFPQ)
4607,49CB,KASHU MARU
11245,671X,KASIA (Self-propelled boat;length 14.95;MMSI 261011290)
3020,32KS,KASKASKIA
899,18KA,KAT
9661,33H0,KATAHDIN (F/V; call sign WUUY7620; built 1988; IMO8813881; renamed Misty Dawn)
4793,49KI,KATASHIMA MARU
9497,CYXX,KATHARINA SIEMER (Call sign P3FN8; built 08.1985; IMO8509820)
5841,74KA,KATHLEEN
3002,32KA,KATHLEEN (TB)
2532,3167,KATHY JO
8601,PAKA,KATORI (3FRY5)
8708,49F3,KATORI (Call sign JLLH; built 10.1980)
4629,49C1,KATORI MARU NO. 7 (Call sign JNNU; comm-d 10.1955)
11104,1.80E+01,KATSHESHUK II (F/S;c.s.VAAI;b.1995;ex.Laasarus 09.2003;IMO9127174)
7249,49RK,KATSURA
4795,49KK,KATSURIKI
3868,3287,KAUFFMAN (FFG-60)
7681,90ZP,KAVALEROVO
7297,90EB,KAVASAKI
4807,49KW,KAWACHIDORI
8596,90WZ,KAYRA (Arctic data collected in 1932-33)!
6436,90KZ,KAZAN
9349,9.00E+03,KAZBEK
8108,KUAZ,KAZIMAH (9KKL)
7447,90FK,KB0895
7448,90FL,KB7111
7449,90FM,KB7142
10255,77KB,KBV 001 POSEIDON (R/V;call sign SBDT;built 2009;IMO9380441)
10467,77KC,KBV 002 TRITON (R/V; call sign SBHI; built 2009; IMO9380453) 
6887,77K5,KBV 005 (R/V; call sign SIFD; commissioned 1980)
9590,77K6,KBV 010 (Call sign SLDN; ex TV 045; built 04.1985; IMO8325509)
6886,77K4,KBV 04
9591,77K7,KBV 046 (Call sign SIWR; ex TV 046; built 12.1980; IMO8030312)
8024,77KA,KBV 047 (Call sign SJMY; ex TV 047; built 06.1981; IMO8030324)
7842,77K1,KBV 102 (SMZQ)
9593,77K8,KBV 105 (Call sign SMZJ)!
9592,77K9,KBV 181 (Call sign SBNX;built 1990; Naval vessel)
7900,77K3,KBV 290 (Call sign SBXF; 09/03/1992) 
7843,77K2,KBV 592 (SFC3216)
3005,32KD,KDCB
7807,76KE,KE XUE YI HAO (R/V; call sign BCCU; built 1979; IMO8427034)
2337,311Q,KEARSARGE
2367,312K,KEATHLEY
9394,21KL,KEE LUNG (ROCS;DDG-1801; ex.USS Scott (DDG-995) 1981-98;sold to Taiwan 05.2003)\
4687,49FA,KEIFU MARU (Call Sign JBOA) (Operational 1969 - 2000)
8887,49UF,KEIFU MARU (R/V;call sign JPBN;built 2000;IMO9237838)
10087,49DQ,KEITEN MARU (Call sign JBOO; operation dates: 06.1954 - 06.1974)
4667,49EK,KEITEN MARU (F/V;call sign JGDW;built 07.1974;re-d KAIKO MARU 2003;IMO7394101)
2509,316K,KELLAR
5842,74KE,KELLET
3992,34KE,KEMI L/V
2331,311K,KENNEBEC
5844,74KP,KEPPEL (HMS;F85;call sign MTYB;built 1956;decomm-d 1979)!
4633,49C5,KERAMA
6932,9018,KERCHENSKIY KOMSOMOLETS
7183,908E,KERCHENSKIY RABOCHIY 
8667,LTKE,KERI
4312,351K,KERSAINT
3023,32KV,KEVIN MORAN
905,18KY,KEY WEST II
3036,32K9,KEYWATCHER
9345,RUKS,KHLUSTIN (motor ship)
7135,907D,KHRONOMETR
7450,90FN,KI8106
571,09F4,KIAMA (COASTAL STATION)
82,NIKI,KIARA
1713,31KD,KIDD
9515,URKI,KIEV
5051,49VF,KII
10083,49WN,KII (PL104; call sign JQWN;built 1978;ex.Shimanto 2005;IMO7808968)
4806,49KV,KII MARU
9553,ESKR,KIIR (ESTONIAN MARINE INSPECTION)
4810,49KZ,KIJI
7046,905F,KIK-8
7819,49L3,KIKU MARU
3913,33KL,KILA
10104,90XX,KILDIN (Motor boat; data collected in 1931)
8571,33KB,KILO MOANA (Call Sign WDA7827) (AGOR 26 UNIV OF HAWAII)
598,09KI,KIMBLA (HMAS;GOR314;call sign VLNK;built 1956;decomm-d 02.1985)
1742,31K6,KING
1718,31KI,KINGFISH
597,09KB,KINGFISH B
10700,18KS,KINGSTON (HMCS;MM 700;call sign CGJX;commissioned 09.1996)
10430,18KU,KINGUK (F/V;call sign VOLZ;built 1988;IMO8800468)
3029,32K2,KINKAID
10112,49BO,KINOKUNI (Call sign JI3132; built 11.1996)
5132,49ZD,KINSEI MARU
2641,3197,KIRK
5363,58KI,KIRKHOLMEN
1712,31KC,KIRKPATRICK
4803,49KS,KISO
4400,41KI,KISTNA
1719,31KJ,KIT JONES
4763,49IM,KITAKAMI
4753,49IA,KITAKAMI-MARU
3009,32KH,KITTY HAWK
1235,26KI,KIVOK
4918,49OY,KIYO MARU (Call Sign JICC) (Start date Oct. 1929)
3871,329A,KLAKRING (FFG-42)
1721,31KL,KLAMATH
6275,86KL,KLEDKEO
6322,90BB,KLINTSY (F/V; call sign UTRZ; built 1979; IMO7741029)
3015,32KN,KNAPP
2512,316N,KNORR (R/V; call sign KCEJ; built 1970; IMO7738618)
2531,3166,KNOX (DE 1052)
5165,492K,KOCHI (1979-1980)
4804,49KT,KOCHI MARU
7331,CYKC,KOCHNEV
7365,492F,KOEI MARU NO. 30
316,06KB,KOELN ATLANTIC (DAKE)
7574,SIKE,KOELN EXPRESS
2403,313K,KOELSCH
4790,49KF,KOFU MARU (Call sign 8JNZ; active as Kofu Maru 03.1963-1988;IMO5406118)
5162,492C,KOFU MARU (Call sign JDWX; built 07.1988; IMO8716112)
8047,49L4,KOHOKU NO.18 
4911,49OO,KOHO-MARU
7346,49Q7,KOJIMA (PL21; call sign JFRO; built 1993; IMO9034638)
3994,34KO,KOKAR F/S
6766,18KM,KOKI MARU
8988,HKKC,KOKOPO CHIEF (Call Sign VRRD)
53,GHKO,KOKOTE
6353,90CJ,KOKSHAYSK (F/V; call sign UJJS; built 1982; IMO8133413)
10311,90O5,KOLA (R/V;built 1916;ex. T-21;comm-d 1925;decomm-d 1927;White Sea data)
7143,907L,KOLGUYEV
7274,902I,KOLIMA
320,06KO,KOLMAR
10312,90XX,KOLONIST (Arctic data collected in 1932)A
7007,903S,KOLPIN
4792,49KH,KOMAHASHI
10505,90J4,KOMANDOR BERING (Guard cruiser;comm-d 1907;sank 1920)
319,06K2,KOMET (R/V;call sign DBBG;active 08.1969 - 01.2000;IMO6908709)
6956,9057,KOMETA GALLEYA
7109,906I,KOMMUNAR
5601,67KO,KOMPAS
6430,90KP,KOMPAS
4798,49KN,KONGOZAN-MARU
4401,41KO,KONKAN
8032,90WX,KONOPUS
7744,90D7,KONSTANTIN BOLDYRYEV (R/V; call sign UHRM; built 1957; IMO6855483)
7747,90Q1,KONTAKT
11152,672B,KONTROLER 12 (Small boat;c.s.SPG2962;built 2001;length 7.5;MMSI261016650)
11247,67I0,KONTROLER 16 (Self-propelled boat;c.s.SPS2183;length 21)Q
11248,6755,KONTROLER 17 (Self-propelled boat;c.s.SPS2600;length 9.2)
11281,67Y5,KONTROLER-21 (Call sign SPK2181;built 1974;ex.Kontroler-5;MMSI261002320)Q
6429,90KO,KONTUR
731,920,KOOKABURRA (SWVJ)
5362,58KH,KOON HAAKON VII
902,18KN,KOOTENAY
5602,67KP,KOPERNIK
9191,77KO,KOPPARSTENARNA (Lightship 1914-05-12 to 1915-06-11)
9287,9.00E+06,KORABL-2
9288,9.00E+07,KORABL-5
3639,322F,KOREAN FIR
3014,32KM,KOREAN MAIL
3648,322P,KOREAN PRIDE 
7215,909C,KORENOVSK
6423,90KF,KORIFENA (R/V; call sign UBCV; built 1976; IMO7642558)
7680,90KW,KORIFEY
4177,35KR,KOROTNEFF
4175,35KG,KORRIGAN (FNJT)
8536,90Z6,KORSHUN
6958,11KK,KORTRIJK
4586,49BP,KORYO NO. 5
4624,49CS,KOSHI MARU
4794,49KJ,KOSHIJI MARU 
4801,49KQ,KOSHIKI (Call sign 8LCP;built 1980;IMO7908653)\0
5043,49UY,KOSHU MARU
7318,90EU,KOSMICHESKY
9242,49JK,KOSYO
4808,49KX,KOTAKA MARU
10906,49QX,KOTAKA MARU (R/V;call sign JL6313;built 03.1995;length 25 m) 
5070,49XA,KOTOBUKI MARU NO.10
7275,902J,KOVALEVSKY
9350,90Q2,KOVDA
5151,491J,KOYO
10105,49XX,KOYO (Call sign JG4357; built 12.1983)
4628,49CY,KOYO MARU (Call sign JHAB;built 09.1958;renamed BOSEI MARU NO.2 1978;IMO5195862)
9499,49NV,KOYO MARU (Call sign JHPO; built 06.1978; IMO7709253)
9976,49LO,KOYO MARU (Training ship;call sign 7JBZ;built 2007;IMO9392688)
4765,49IO,KOYOSHI MARU 
5603,67KR,KRA
6431,90KR,KRASIN
6427,90KM,KRASNOARMEYETS
7035,904V,KRASNY VIMPEL
6425,90KK,KRASNYI KASPII
10511,90N0,KRASNYI YAKUT (Schooner; Sea of Okhotsk data collected in 1930)
6356,90CM,KRASNYY LUCH 
7227,ESKT,KRATT
9382,90X3,KREML (F/V; active 08.1950 - 1969; Murmansk) 
7313,90EO,KREVETKA
10506,90M0,KREYSER (Clipper;b.1875;length 70.5;ren-d Volhov 1909;Sea of Okhotsk data)
8129,90W6,KRIL (R/V; call sign ESHR; built 1968; IMO7035731)
5364,58KR,KRILL
7748,90Q3,KRISTALL (Call sign UVSR)
11260,58UO,KRISTINE BONNEVIE (RV;c.s.LGWS;b.1993;ex.Dr.Fridtjof Nansen 07.2016;IMO9062934)\
7110,906J,KRISTYAN RAUD
7216,909D,KRUKOVO
6433,90KU,KRUZENSHTERN 
8586,90X2,KRYLATKA
7004,903P,KRYM
8130,90W7,KRYM (F/V; built 1962; Vladivostok)
5029,49UC,KUDAKA (PL117;c.s.8KTZ;b.01.1980;ex.Daisetsu 03.1988;ren-d Kurikoma 10.1994) 
5087,49XT,KUJI MARU
1720,31KK,KUKUI
10188,90XX,KULAZ (Small boat)
7040,905A,KULIKOVO POLE
4557,49AU,KUMA
7198,908R,KUMACHEVO
8118,49N6,KUMAMOTO (03/1985 to 02/1999)
10380,90XX,KUMZHA (Arctic data collected in 1933-34)
6666,91KU,KUNENE
6762,09KG,KUNGHARMARIS 
4705,49GJ,KUNIGAMI (10/1980 to present)
4592,49BV,KUNIKAGAMI
10347,908O,KUPAVA (R/V;built 1915;ex.Surendalsfjord 11.1916;ren-d Migalka 1932) 
10103,90XX,KURIER (Motor boat; data collected in 1928)
8741,49U8,KURIKOMA (04/1988 to present)
5129,49ZA,KUROBE
4766,49IR,KUROKAMI-MARU
8835,49VM,KUROSAKI (F/V;call sign JIHB; built 03.1986; ex KAGAWA MARU 1998;IMO8515001) 
5089,495Q,KUROSHIO (Built 08.1966;decomm-d 02.1980;operated by Okinawa Pref.Fish.Exper.St.
10068,49QQ,KUROSHIO (F/V; call sign JDKC; built 1993; IMO9062441)
10064,49XV,KUROSHIO (F/V; call sign JDWE; built 02.1996; IMO9135224)
4802,49KR,KUROSHIO MARU
10081,49OQ,KUROSHIO MARU (Call sign JGOK; operation dates: 03.1936 - 09.1963)
4799,49KO,KUSHI MARU
3711,324K,KUSI
4706,49GK,KUWANO (CALL SIGN JJGD)
4805,49KU,KUZURYU
7836,90YF,KVADRANT
7099,906A,KVANT
6742,58KB,KVITBJOERN (F/V;call sign LNJF;comm-d 1968;decomm-d 1988;ren-d Alcantara)
1112,24AJ,KYERIM HO
1734,31KY,KYMA
4789,49KE,KYOEI MARU
5123,49Y1,KYO-MARU NO 1
5122,49YX,KYO-MARU NO 10
5126,49Y6,KYO-MARU NO 6
5127,49Y7,KYO-MARU NO 7
5128,49Y8,KYO-MARU NO 8
1105,24AB,KYONGBUK 853 (Active 1983-pres.;also spelled as Gyongbuk 853;re-d Chi Ri San HO)
8090,24KY,KYONGBUK 885 
4809,49KY,KYOSEI-MARU
4819,49K9,KYOSHO MARU NO. 3
7814,49RR,KYOSYOU MARU No. 3
7887,PAKC,KYOWA CATTLEYA (Call Sign 3FEW5) [re-flagged]
7878,PAKH,KYOWA HIBISCUS (Call Sign 3FMF4) [re-flagged]
4520,48MR,L. F. MARSILI (R/V; call sign IKNA; commissioned 1982; IMO6931031)
1612,31HJ,L. HANCOCK
1768,31LW,L. K. SWENSON
3136,32N2,L. MARGARET (TB)
2433,314E,L. WILSON
9471,65CP,LA ARENA (fishing boat)
500,08LA,LA ARGENTINA 
8147,35FY,LA BONITE (Commissioned 1836;decommissioned 1837)
61,ICCO,LA CORYPHENE 
8551,35UC,LA CURIEUSE (Call Sign FGAK) 
4127,35DE,LA DECOUVERTE Call Sign FCDV 
4196,35LS,LA DIEPPOISE 
4133,35DU,LA DUNKERQUOISE
7381,18HV,LA HAVE
910,18LE,LA HULLOISE
4184,35LG,LA PELAGIA
4185,35LH,LA PERLE
8288,3356,LA RAFALE
3037,32LA,LA SALLE
6690,93LS,LA SALLE
8844,48LB,LA SUPERBA (Call Sign ICGK; built 2002)
8843,48LA,LA SUPREMA (Call Sign IBIL)
2528,3163,LABRAD0R (18)
906,18LA,LABRADOR
4187,35LJ,LACAZE DUTHIERS
5436,61LA,LACHLAN
908,18LC,LACUNA
7918,SCLG,LADY GENEVIEVE (S7IZ)
7884,35L4,LADY GERALDINE
911,18LH,LADY HAMMOND 
8805,18KE,LADY KENDA
1746,31LA,LADY LEONA
3049,32LM,LADY MADELAINE
7264,33LM,LADY MIRIAM
916,18LM,LADY MOOD
3043,32LG,LADY OLGA (TB)
6667,91LT,LADY THERESA 
4095,35BY,LAFAYETTE
7276,902K,LAG
5846,74LA,LAGOS (HMS;D44;built 1945;decomm-d 1960)!
3996,34LS,LAGSKAR L/V
3712,324L,LAKE BERRYESSA
727,09Z6,LAKE CATHIE
9494,41LS,LAL BAHADUR SHASTRI (Call sign VVGJ; built 12.1993; IMO9045534)
11144,18K8,L'ALLIANCE (R/V;built 2003;MMSI 316013618)
8807,65AU,LAMBAYEQUE 10 (FISHING BOAT) 
3064,32L1,LAMSON
914,18LK,LANARK
6855,58LA,LANCE
604,09LN,LANCELIN
9192,77LN,LANDSORT (Lightship 1880 - 1922)
2510,316L,LANG
1759,31LN,LANGLEY
7100,906B,LANGUST
1601,31G8,LANSING
7885,35L5,L'ANTEA
8836,35B7,LAPEROUSE (AGSC) (A791) (Call sign FYCR)!
4178,35LA,LAPEROUSE Call Sign FNDH!
10001,35L6,LAPLACE (A793; Survey Ship; call sign FYCU; commissioned 1989)
4193,35LP,LAPLACE (F-13;Meteo.frigate;built 1943;ex.USS Lorain (PF-93)1947;active 1948-50)
1245,26LP,LAPPEGRUND L/V
10313,90XX,LAPTEV (Arctic data collected in 1936-38)
3547,32ZQ,LARINDA (TB) 
1242,26LC,LARS MAERSK
3056,32LT,LASH ATLANTICO
3057,32LU,LASH TURKIYE 
3041,32LE,LASSEN
4359,353L,L'ASTROLABE (Call sign FHZI; built 03.1986; IMO 8418198)!
4069,35A3,L'ATALANTE
1240,26LA,LAURA
8945,58CZ,LAURA
2464,315A,LAUREL
7611,33LG,LAURENCE M. GOULD (R/V; call sign WCX7445; built 12.1997;IMO9137337) 
583,09G4,LAURIETON (COASTAL STATION)
8290,3358,LAUZON
921,18LV,LAVAL (1932-1938)
1244,26LO,LAVENORN
3059,32LW,LAWAIA (TB)
922,18LW,LAWRENCE
2343,311W,LAWS
1328,29LA,LAYA
923,18LY,LAYMORE
8898,33B7,LCM RED
4183,35LF,LE FRINGAT
4190,35LM,LE GOUMIER (1959)
4189,35LL,LE NOROIT (R/V; call sign FITA; active 1971 - 1995)
4181,35LD,LE PASSEUR DU PRINTEMPS (Call sign TQGP)!
4195,35LR,LE RUSE
4270,35SG,LE SENEGAL (6WAB)
4198,35LU,LE SUROIT
7256,35L2,LE TAHITIEN
4199,35LV,LE VERRIER
1773,31L1,LEAHY
2237,31YX,LEARY
9289,9.00E+08,LEBED
7332,354L,LECONTE DE LISLE
5848,74LE,LEDA
7725,26LD,LEDA (OU5212)
3689,323W,LEFTWICH
7255,35GG,LEGANGE
10579,18LO,LEIM (CCGS;call sign CFN6223;built 2013;IMO9656163)
8293,3362,LEMMING
4139,35EM,L'EMPORTE
7314,90EP,LENA
10379,90LQ,LENIN (Icebreaker;b.1916;ex.HMS Alexander 1919?;r-d Vladimir Ilich Lenin 1957-77
6439,90LE,LENIN (Nuclear icebreaker;c.s.UBHK;built 1959;decomm-d 1989;IMO5206087)
10348,90LL,LENINGRAD (Icebreaker;call sign USGC;built 1961;decomm-d 05.1993;IMO5206104) 
6528,90RI,LENSK (F/V; call sign EKRC; built 1980; IMO7833004)
6636,902F,LENSK (F/V; call sign UUVN;built 1986;IMO8722800)
10314,90XX,LENTA (Arctic data collected in 1933)
4182,35LE,LEON COURSIN 
913,18LJ,LEONARD J. COWLEY (CCGS;Offshore Patrol Vessel;c.s.CG2959;built 1984;IMO8320494)
11512,48XX,LEONARDO (Slocum G2 glider;also known as UNIT_403;operated by OGS)\0 
6720,90LD,LEONID DEMIN 
10260,90W0,LEONID MOROZOV (R/V;call sign UFLW;built 1982;decomm-d 1992;IMO8133645;Magadan)
7112,906K,LEONID SOBOLEV
9383,90X4,LERMONTOV (R/V)
6440,90LF,LESNOYE (Call sign ESBN)!
7682,90LH,LESOZAVODSK
4530,48SL,LETITIA LYKES
3578,320M,LETS GO
7436,35EU,L'EUROPE (FKJB)
6447,90LV,LEV TITOV (R/V;built 1980;renamed Vejas 1992;IMO7833016)!
2440,314L,LEWIS
3424,32V8,LEWIS B. PULLER (FFG-23)!
1241,26LB,LEXA MAERSK
3877,329G,LEXINGTON (AVT-16)
10504,90RO,LEYTENANT DYDYMOV (Guard cruiser;comm-d 1908;sank 12.1922)
9683,58LB,LIBAS (F/V; call sign LMQI; built 2004; IMO9283461)
11115,PAQN,LIBERTY ACE (Vehicles Carrier;call sign HOJZ;built 2004;IMO9293650)
