WOD code,NODC code,Platform Name
5960,74TX,T.A. EXPLORER (ZDAZ6)
5249,54TM,T.A. MARINER(ELIS8)
5250,54TN,T.A. NAVIGATOR (ELIL9)
5959,74TV,T.A. VOYAGER (ZBDE9) 
7898,74TS,T.S. ASTRID (MKUE3)  01/01/1995
8383,3.30E+03,T-15
8384,3.30E+04,T-19
10101,90XQ,T-25 SAIDA (F/V;built 1905;ex.Kanin 1921;renamed RT-25 Saida 1935;sunk 1961) 
1028,18T3,T-3
8318,33TB,T-79 (NAVAL VESSEL)
7588,SVTB,TAABO
6838,57TB,TABASC0
2269,31ZT,TABBERER
5024,49T7,TACHIBANA MARU
3326,32TF,TACLOBAN
8795,65AG,TACNA 3 (FISHING BOAT)
3323,32TC,TACOMA
11167,SI5J,TACOMA TRADER (Cont.ship;call sign 9V2401;built 2015;IMO9675810)
4275,35TA,TADORNE
8558,90XK,TADZHIKISTAN (F/V; call sign USZS; built 1964; IMO7001223; Dalryba)
1152,24TA,TAE BAEK SAN (1967-1982; renamed Pusan-852)
2034,31TA,TAGE
6145,76TA,TAI HE (BOAB)
9370,90T3,TAIFUN (F/V;built 1950;length 28 m; Kerch)
4999,49TH,TAIHO-MARU
5073,49XD,TAIKEI MARU NO.11
6565,90TA,TAIMYR
4669,49EM,TAISEI MARU
8081,49FZ,TAJIMA (F/V; call sign JKQL;built 03.1988;renamed Shima 2009;IMO8717582)!
8074,49FI,TAKANOSU (03/1967 to present)
4994,49TC,TAKAO-MARU
4280,35TK,TAKAROA
4548,49AL,TAKASU MARU
7356,492L,TAKATORI
3331,32TK,TAKELMA
5026,49T9,TAKO MARU
5138,49ZK,TAKUNAN MARU 
5018,49T1,TAKUNAN-MARU NO 1
5015,49TX,TAKUNAN-MARU NO 10
5019,49T2,TAKUNAN-MARU NO 2
5020,49T3,TAKUNAN-MARU NO 3
5022,49T5,TAKUNAN-MARU NO 5
5025,49T8,TAKUNAN-MARU NO 8
5088,49XU,TAKUSUI (Call sign JE3148; built 03.1997)
5002,49TK,TAKUYO (CALL SIGN 7JWN)
4933,49PK,TAKUYO MARU
10124,49QV,TAKUYO MARU (F/V;call sign JQVA;built 1997;IMO9176888)
3804,327A,TALAMANCA
2045,31TL,TALBOT
8671,LTTA,TALLINN
2039,31TF,TALLULAH
2391,3128,TALUGA
4783,49JT,TAMAJIMA MARU
5004,49TM,TAMA-MARU
4564,49A2,TAMA-MARU NO 2
4565,49A3,TAMA-MARU NO 3
4567,49A5,TAMA-MARU NO 5
4568,49A6,TAMA-MARU NO 6
4569,49A7,TAMA-MARU NO 7
6568,90TM,TAMANGO (F/V; call sign ENLD; built 1967; IMO6928553; Dalryba)
3321,32TA,TAMAROA
4655,49DV,TAMASHIMA MARU
6635,902E,TAMGA (F/V; call sign ULRL; built 1985; IMO8727070; Dalryba) 
9905,24XX,TAMGU 1 (R/V; call sign DSEU9; built 1998;ex. TAMKU-1 2007;IMO9167875)
9907,24T3,TAMGU 3 (F/V; call sign 6LTA; built 1992; IMO9065120)
9906,24T5,TAMGU 5 (F/V;c.s.6LTV;built 1993;ex.KYUNG BUK #885 (2001);IMO9063823)
9908,24T8,TAMGU 8 (R/V;call sign 6NLI;built 1995; IMO9126821)
4028,34TS,TAMMIO/STAMO F/S
2049,31TP,TAMPA
4282,35TN,TANCHE
8677,61TG,TANGAROA (R/V; call sign ZMFR; built 1991; IMO9011571)
5445,61TN,TANGAROA (R/V;c.s.ZMKL;b.1960;comm-d 1973;decomm-d 1984;ex.Wellington Exporter)
10512,49XX,TANKAI MARU (Steam schooner;built 1898)
4992,49TA,TANKAI-MARU
4024,34TA,TANKAR F/S
2047,31TN,TANNER
4995,49TD,TANSEI MARU (Call sign JIQY; built 10/1982)
4677,49EV,TANSHU MARU
11523,49W1,TANSHU MARU (Training ship;call sign 7JTV;built 2015;IMO 9737278)
6375,90C7,TANTAL (R/V; call sign ERLI; built 02.1978; IMO 7740697)Q
848,18DC,TANU (CCGS;Mid-shore Patrol Vessel;call sign CGBY;built 1968;IMO6817754)a
10005,35XX,TARA V (Polar Sail Vassel;call sign FVNM;built 1989;ex.Seamaster;Antarctica) 
5444,61TA,TARANAKI
5447,61TU,TARANUI
9150,65BZ,TARATA 2 (fishing boat)
8808,65AV,TARATA 3 (FISHING BOAT)
3515,32YU,TARAWA (LHA-1)
8753,65TE,TAREQ 3
6946,9022,TARUSA
9483,65DD,TASA 41 (fishing boat)
7768,54TC,TASMAN CHALLENGER (ELXD7)
7769,54TH,TASMAN CRUSADER (ELXD8)
9503,49WI,TATEYAMA MARU (Call sign JVEB; built 02/1930)
10073,49XX,TATEYAMA MARU (F/V; call sign JDET; built 1980; IMO7916600)
10072,49XX,TATEYAMA MARU (F/V; call sign JH3193; built 1998; IMO9199189)
4996,49TE,TATEYAMA-MARU
2282,31Z7,TATTNALL
737,10TA,TAURUS
8107,AGTS,TAUSALA SAMOA (V2KS) 
1944,31QS,TAUSSIG (DD 746)
7159,907U,TAVA (F/V;call sign LYHQ;built 1984;new c.s.UGZJ;IMO8228402) 
2058,31TY,TAYLOR
2137,31V5,TE VEGA
3808,327E,TEAK
1021,18TC,TECHNO-CANADA
10461,10GW,TEGETTHOFF (Wooden Steam Schooner;b.1871;Austro-Hungar.North Pole Exped.1872-74)
1293,27TB,TEIREL BAHR
7362,18TL,TELEOST (CGGS;R/V;c.s.CGCB;b.1988;ex.Atlantic Champion 1995;IMO8714346)
5949,74TE,TELLINA
4277,35TE,TEMERAIRE
8584,90ZX,TEMP
9017,CYTM,TEMPO (P3MY8) (PREVIOUSLY TIGER BRIDGE)
5948,74TB,TENBY (HMS;F65;built 1957;decomm-d 1972)!
4680,4.90E+02,TENKAI-MARU NO 1
5009,49TR,TENRYO
10606,35ZW,TENUSE (AUV;Slocum glider;#173;b.2009;Length 2.15;owned by the IFREMER)
4675,49ET,TENYO (CALL SIGN JBBC)
4944,49PX,TENYO MARU (Call sign 8KQQ; active 08.1964 - 1985)
9500,49NR,TENYO MARU (Call sign JIFH; built 05.1985; IMO8323874)
11577,4963,TENYO MARU (Training Ship;call sign 7JZG;built 2017;IMO 9801392)\0
7665,11TS,TER STREEP (R/V;call sign ORDJ;built 1985;IMO8402187)
2054,31TU,TERITU
5953,74TM,TERMAGANT
5954,74TN,TERRA NOVA
1024,18TN,TERRANOVA
11273,18XX,TERRY FOX (CCGS;Heavy Icebreaker;call sign CGTF;b.1983;comm-d 1991)\0
8385,3.30E+05,TERRY LYNN
5525,64TB,TERSCHELLINGERBANK L/S
6760,06TE,TERTIUS
4621,49CP,TESHIO
7529,35TT,TETHYS II (R/V; call sign FGTO; built 1993; IMO9066007)
8786,74KL,TEUTONIC (ROYAL MAIL STEAMER Active date: 1889 to 1921)
2187,31XJ,TEXACO NEW JERSEY
3820,327T,TEXAS
3375,32UU,TEXAS CLIPPER
3478,32XS,TEXAS STAR
2409,313Q,TEXAS TOWER 2
2178,31XA,TEXAS TOWER 4
5527,64TE,TEXEL L/S
2814,3.20E+01,THACH USS
662,09TD,THALA DAN
8607,35HT,THALASSA (Call sign FNFP; built 12/1995; IMO9070307) 
4278,35TH,THALASSA (decommissioned 1996)
8582,35TC,THALIA
2600,3182,THELMA DALE II
2040,31TG,THEODORE N. GILL
11522,35M8,THEQUE (Slocum glider;WMO 68453;operated by INSU/CNRS)
3327,32TG,THERESA ANN (TB)
7402,18TE,THERON
2050,31TQ,THETA
1022,18TH,THETA (Built 1953;decommissioned 1977)
440,062Z,THETIS
1276,26TE,THETIS
6259,77TH,THETIS (Call sign SEPM; service date 1961 - 1984)
84,NITH,THIERRY
6661,91DT,THOMAS B. DAVIE (R/V)
3760,3250,THOMAS G. THOMPSON (AGOR-23; call sign KTDQ; built 1991; IMO8814419) 
2053,31TT,THOMAS G. THOMPSON (AGOR-9;c.s.KGWT;built 09.1965;r-d Pacific Escort II 12.1989)
10278,61TB,THOMAS HARRISON (F/V;c.s.ZMTH;b.1989;ex.Isak Lyberth 1993;IMO8611324)
8682,33TJ,THOMAS JEFFERSON (C.s.WTEA;b 1991;ex LITTLEHALES 2003;former c.s.NLIT;IMO8892033
2161,31WT,THOMAS WASHINGTON
1277,26TH,THOR
2041,31TH,THOR
4466,46TH,THOR
373,06TA,THOR (DLIC)
5357,58IT,THOR IVERSEN 
5401,58TH,THOR SHAVN
3221,32QG,THORN
4467,46TT,THORSTEINN THORSKABITUR
8787,06A5,THORWALDSEN (STEAM SHIP Active date: 1872)
3339,32TS,THRASHER
9796,36B3,THREE BROS (Small boat)
3551,32ZU,THREE JACKS (TB)
65,ICTH,THUE JUNIOR
3336,32TP,THULE PIER
456,063R,THUNFISCH (TRAWLER)
7410,26TY,THYRA
4279,35TI,TIARE
5419,59TI,TIARE (USE COUNTRY 35 AFTER 12/80)
1081,20TI,TIBERIADES
8524,54TP,TIGER PEARL (Call Sign ELVX2)
9496,CYTB,TIGERBAY (C.V. call sign P3MM5)
11551,33A0,TIGLAX (R/V;built 1987;length 37;operated by Alaska Maritime)\0
6567,90TK,TIKHOOKEANSKIY (Call sign EUEM; built 1976; IMO7640897)
7156,4918,TIKUGO
7572,33TL,TILLIE LYKES 
1709,31J9,TILLS
376,PATY,TILLY (Call sign H8CB; built 1967; ex - Tilly Russ 1980; IMO 6704945)
7698,90TI,TIMASHEVSK (F/V; call sign ENBI; built 1981; new c.s.UHIZ; IMO7941772)
661,09TC,TIN CAN BAY
2066,31T6,TINGEY
7699,90TN,TINRO (Call sign UDDL; old call sign UYVO; built 1987; IMO8607086)
10594,35ZX,TINTIN (AUV;Slocum glider;#124;b.2008;Length 2.15;owned by ESA)
8487,33TI,TINTORERA
9484,65DE,TIO JOSE (fishing boat)
7057,3313,TIOGA
3335,32TO,TIPPECANOE
9603,ESTP,TIPTON
6571,90TT,TITANIT (F/V;call sign EKRB; built 1983;new call sign UALZ;IMO8139089)
1278,26TJ,TJALFE
5528,64TH,TJERK HIDDES 
8610,PAME,TMM MEXICO
8550,PANL,TMM NUEVO LEON (Call Sign 3FPA9)
8613,PASO,TMM SONORA (EFTQT9)
8035,AGVE,TMM VERACRUZ (V2PC4) 
666,09TO,TOBRUK (HMAS;D37;call sign VLMD;comm-d 05.1950)
10649,09TP,TOBRUK (HMAS;L50;call sign VLSD;built 03.1980)
1339,29TO,TOFINO
7503,33TT,TOGA-TAO
6832,49VT,TOKACHI
5008,49TQ,TOKAI DAIGAKU MARU II (F/V; call sign JECO; active 1968 - 1993)
4777,49JA,TOKAI UNIVERSITY II
5049,49VD,TOKIWA
10146,49XX,TOKIWA (Call sign JG5110; built 04.1995)!
5014,49TW,TOKIWA MARU
10144,49U1,TOKUSHIMA (Call sign JL6653; built 02.2000)
5007,49TP,TOKUSHIMA MARU
4589,49BS,TOKYO MARU
126,PATL,TOLUCA (3EFY7)
4947,49RC,TOMASHIMA
10122,33TM,TOMMY MUNRO (R/V; call sign WDE4584; commissioned 1981; IMO8201088)
5006,49TO,TONAN-MARU
5005,49TN,TONE
1109,24AF,TONGHAE HO
6817,33TN,TONSINA
3854,328T,TONYA AND JOE
4954,49RT,TOO MARU (F/V;call sign JIWQ;operation dates 02.1990-04.2007;IMO9018452)!
2044,31TK,TOPEKA
7027,904M,TOPOROK
2048,31TO,TORDENSKJOLD 
6726,90TR,TOROK (F/V; call sign UGZI; built 1985; IMO8331675)
7555,90UE,TOROS
4577,49BF,TOSA
5155,491N,TOSA MARU (Call sign 7KSD; built 01.1983; IMO8221624)
4898,49N3,TOSAKAIEN MARU
8057,49D4,TOSAKAIYO MARU (Call sign JL5260; built 03.1983)
5010,49TS,TOSHI MARU
4920,49O2,TOSHI MARU NO 2
4922,49O5,TOSHI MARU NO 5
4923,49O7,TOSHI MARU NO 7
7366,492J,TOSHI MARU NO.11
10065,49Y4,TOTTORI MARU NO.1 (F/V; call sign JFCM; built 1997; IMO9156735)
5092,49XZ,TOTTORI MARU NO.1 (F/V;c.s.7JIA;built 02.1981;ren-d Trinity Aman 2007;IMO8017982
4912,49OR,TOTTORI-MARU 
4281,35TL,TOULON
5402,58TO,TOVIK
8811,SITB,TOWER BRIDGE (Call sign 9VMI6)
2056,31TW,TOWHEE
2036,31TC,TOWNSEND CROMWELL (C.s.WQ4000;built 1963;decom-d as NOAA Ship 10.2002;IMO7309546
5096,49X4,TOYAMA MARU NO.18
5113,49YM,TOYAMA-MARU
2068,31T8,TRACER
2554,317T,TRACER (JOHNS HOPKINS)
6677,91TR,TRACHURUS
7664,18TY,TRACY (CCGS;Multi-tasked Vessel;call sign CGBX; built 1968)
7617,33TA,TRACY ANNE (FISHING VESSEL)
4027,34TR,TRALL
7076,9046,TRALSCHIK 21 
11527,CISE,TRANQUIL ACE (Cont.ship;c.s.ZGAA7;b.2009;IMO9561253) 
8000,06MY,TRANSFINLANDIA (DGFT) (01/01/1973 TO 01/02/1975) (SHIP OF OPPORTUNITY)
8001,06MZ,TRANSLUBECA (DGTL)  (01/01/1970 - TO 12/31/1975) (SHIP OF OPPORTUNITY)
8788,33A8,TRAVELLER (SCHOONER - CIRCA 1869)
8002,06NA,TRAVENSTEIN (CHARTERED SHIP) 
3338,32TR,TRENTON
9512,URTR,TREPANG (R/V)
4284,35TR,TRESCAO (FPQR)
3753,325T,TREY-B
9371,90I5,TRI SVYATITELYA (Motor schooner)
5526,64TD,TRIDENS (Stern Trawler; call sign PBVO; built 1990)
2051,31TR,TRIDENT (R/V; call sign KIEA; commissioned 1962; decommissioned 1976)
3342,32TV,TRINGA ASR-16
3329,32TI,TRINIDAD (TB)
2591,318T,TRIPPE
375,06TR,TRITON
10827,74U1,TRITON (Small boat;call sign MPGN4;b.2006;length 6.8;DOE Marine Division)
5957,74TT,TRITON (Tub boat;active 1883-1930)
10050,329I,TRITON (USS;SSRN/SSN-586;nuclear submarine;comm-d 11.1959;decomm-d 05.1969)
10764,PATA,TRITON ACE (Vehicles Carrier;call sign 3FFC7;built 2009;IMO9519121)
11101,PAJG,TRIUMPH ACE (Vehicles Carrier;call sign H3CB;built 1999;IMO9209506)
9835,90T7,TROIKA
10330,58S4,TROLLFJORD (Passenger/Ferry;call sign LLVT; built 2002; IMO9233258)
8962,58DZ,TROMSDALSTINDEN
8963,58EA,TROMSE
7917,PATC,TROPICAL CHALLENGER (3FIK5)  05/09/1997
10513,PATI,TROPICAL ISLANDER (Cont.ship;call sign 3FLZ;built 2009;IMO9385219)
7140,907J,TROPIK
5958,74TU,TROUBRIDGE
7700,90TE,TRUBCHEVSK (F/V; call sign ENCZ; built 1980; IMO7941708)A
3340,32TT,TRUETT
2881,32GV,TRUMAN
2201,31XX,TRUXTUN (USS;DLGN/CGN-35; active 1967 - 1995)\0
6866,58TB,TRYGVE BRAARUD
6570,90TS,TSIRKUL
6529,90RJ,TSIVILSK (F/V; call sign UFVZ; built 1982; IMO8133580)
4998,49TG,TSUGARU
4627,49CV,TSUKUSHI
7152,4914,TSUMEKI MARU 
5039,49UR,TSURU MARU
9506,49WV,TSURU MARU (Call sign JIRJ; built 04/1933)
4899,49N4,TSURUGI MARU 
7550,CYTP,TU PACIFIC (P3GB4)
7386,06TU,TUEMMLER (R/V;call sign DB2011;decomm-d 08.2014;Length 15.0) 
9709,11TU,TUIMELAAR
4927,49PD,TUKUSI
6778,26TU,TULUGAQ (Y388; arctic patrol cutter; call sign OUGU; comm-d 06.1979) 
8809,65AW,TUMBES 6 (FISHING BOAT)
5952,74TL,TUMULT
3347,32T1,TUNABOAT1
3322,32TB,TUNABOAT10
3348,32T2,TUNABOAT2
3349,32T3,TUNABOAT3
3350,32T4,TUNABOAT4
3351,32T5,TUNABOAT5
3352,32T6,TUNABOAT6
3353,32T7,TUNABOAT7
3354,32T8,TUNABOAT8
3355,32T9,TUNABOAT9
6751,9011,TUNETS
4029,34TU,TUPPURA L/V
11463,676B,TURBOT C.N. (Self-propelled small boat;c.s.SPG4243;b.1989;comm-d 2015)
3973,34AS,TURJA
2087,31UR,TURNER
3971,34AQ,TURSAS
2042,31TI,TURSIOPS
5149,491G,TURUGA MARU
3341,32TU,TUSCALOOSA
2052,31TS,TUSCARORA
1100,22TU,TUXPAM
5286,57TU,TUXPAN
7347,TTV4,TV 010
6266,77T6,TV 216
6226,77CA,TV01
6184,77AK,TV04
6213,77BN,TV101
6261,77T1,TV102
6187,77AN,TV103
6189,77AP,TV105
6265,77T5,TV116
6190,77AQ,TV171
6892,77T8,TV172
6192,77AS,TV227
6193,77AT,TV241
6194,77AU,TV243
6264,77T4,TV244
6195,77AV,TV245
6196,77AW,TV246
6260,77TV,TV252 (Patrol boat;call sign SFB8796;active 1968 - 1989)!
6263,77T3,TV253
6262,77T2,TV256
6199,77AZ,TV257
6211,77BL,TV258
6200,77BA,TV260
6201,77BB,TV271
6203,77BD,TV274
6204,77BE,TV276
6891,77T7,TV277
6205,77BF,TV278
6206,77BG,TV281
6207,77BH,TV282
6208,77BI,TV283
6893,77T9,TV284
6895,77V2,TV285
6896,77V3,TV287
4025,34TB,TVARMINNE B F/S
4030,34TV,TVARMINNE F/S
2037,31TD,TWEEDY
2067,31T7,TWINING
10262,90U2,TYAGUN
5529,64TM,TYDEMAN
3345,32TY,TYPHOON (TB) 
7612,26TR,TYRA (XP6008)
5961,74TY,TYRIAN
5531,64TR,TYRO (PIBQ)
3089,32MQ,U. M. MOORE
7551,90SH,U.M. SHOKALSKIY (R/V; built 1959; IMO5396600; operated in FERHRI to 1980)
181,ZZAA,UAP ANTARCTICA (UAPA)
234,06BZ,UBENA
6574,90UC,UCHYONYY (R/F/V; call sign ESDH; built 1968; IMO7035834; Dalryba)
10994,33UX,UCSC260 (Slocum glider;operated by Univ.of California)
10995,333N,UCSC294 (Slocum glider;operated by Univ.of California)
10990,33X9,UD 134 (Slocum glider;WMO 7801503;operated by Univ.of Delaware)
10888,33K7,UD 275 (Slocum glider;WMO 4801508;also known as Otis;operated by Un.of Delaware)
3360,32UE,UEB 1
6652,9095,UGLEKAMENSK (Stern Trawler; c.s.EVEG; new c.s.UEJQ;built 1983;IMO8134974)
8585,90ZW,UGLOMER
9302,90GN,UGOLSCHIK
3968,34AM,UIOMA
3970,34AP,UISKO
5035,49UK,UKURU-MARU
4286,35UL,ULISSE
4031,34UL,ULKOKALLA F/S
6267,77UA,ULLA RINMAN
575,09F8,ULLADULLA (COASTAL STATION)
5965,74UL,ULSTER (HMS;R83;built 1943;decomm-d 1978)
6409,90GR,ULYANA GROMOVA
5969,74UY,ULYSSES (HMS;R69;comm-d 12.1943;recomm-d 1970)
1030,18UR,UMATILLA REEF
4534,48UD,UMBERTO D'ANCONA (R/V; built 1967;Length 24;operated by CNR-ISMAR)
5045,49U3,UME MARU NO.3
7353,CYMF,UMFOLOZI
5036,49UM,UMIKAZE MARU (Active 07.1948 - 03.1960)
5041,49UT,UMITAKA MARU 
10059,49QB,UMITAKA MARU (F/V;c.s.JGBB;built 1973;ren-d Australis Mentor 2005;IMO7314149)
5571,65UN,UNANUE
11545,CYXX,UNDARUM (Cont.ship;c.s.5BWD2;b.2009;IMO9430090)\0
2083,31UN,UNDAUNTED
5967,74UN,UNDAUNTED (HMS;R53;comm-d 1944;decomm-d 1974)
3523,32Y2,UNDERWOOD (FFG-36)
5964,74UD,UNDINE (HMS;R42/D141/F141;active 1943-1965)
8391,33FA,UNGAVA
11480,144E,UNIAO (F45;FF frigate;c.s.PWUN;comm-d 1980;Brazilian Navy)
11124,334V,UNIT 092 (Slocum glider;operated by Oregon Health & Science Univ.)
10991,33KQ,UNIT 191 (Slocum glider;WMO 7801504;operated by Univ. of Alaska Fairbanks)
10907,33OG,UNIT 236 (Slocum glider G2;first mission with GLOS/CILER UNIT_236 Oct.2012)
10997,33J0,UNIT 251 (Slocum glider;WMO4801911;also known as DIONE;CMOP251;operated by OHSU)
10890,33UO,UNIT 414 (Slocum glider;WMO4801519;operated by Un.of Maine;School of Mar.Scien.)
3374,32UT,UNITED GEO 1 
1279,26US,UNITED STATES
5188,54AH,UNIVERSE
8602,99PF,UNKNOWN ARGO PROFILING FLOAT 
9091,18P4,UNNAMED CANADIAN COAST GUARD SMALL BOAT (6C-4828; call sign VO3180; built 1986)
5034,49UI,UNRYO-MARU
5037,49UN,UNRYU-MARU
4634,49C6,URAGA (PLH04;call sign 8KRT;built 03.1980;renamed Hayato 03.1997;IMO7936387) 
9839,90U6,URAGAN
5404,58UR,URAN
7562,90UF,URAN (R/V; call sign EOJY; built 1977; IMO7730173)
4535,48UR,URANIA (Call sign IQSU)
5968,74UR,URANIA (HMS;R05/F08;active 1944-1971)
7030,904Q,URITSKIY
5962,74UA,URSA (HMS;R22/F200;built 1943;comm-d 03.1944;decomm-d 1967)
9244,33IA,URSAMINOR
7232,92UR,URUGUAYAN
3910,33HA,USCG HAIDA
1371,31AU,USCGC ACUSHNET (WMEC-167; call sign NNLA;active 02/1944-06/1944;08/1946-present)
2619,319L,USCGC ALERT (WMEC-630; call sign NZVE; commissioned 08/04/1969)
6781,337C,USCGC ARIADNE
1361,31AK,USCGC ATKA (AGB-3; active 1950 - 1966)
1412,31BZ,USCGC BARATARIA (active: (AVP33) 1944-1946; (WHEC-381) 1948-1969;call sign NBXL)
1410,31BX,USCGC BIBB (WHEC-31) (Call sign NRDB; service date 03/10/1937 - 09/30/1985)
3695,3232,USCGC BITTERSWEET (WLB-389;c.s.NODH;active 05.1944-09.1997;ren-d Valvas 1997)
8207,331R,USCGC BLANCO 
1874,31OU,USCGC BOUTWELL (WHEC-719) (Call sign NYCQ; commissioned 1968)
1395,31BI,USCGC BURTON ISLAND (WAGB-283; call sign NEVK; service date 12/1946 - 1978)
1435,31CM,USCGC CAMPBELL (WHEC-32) (Call sign NRDC; service date 06/16/1936 - 04/01/1982)
1522,3.10E+02,USCGC CHASE (WHEC-718) (Call sign NLPM; commissioned 03/11/1968)
1439,31CQ,USCGC CHAUTAUQUA (WHEC-41) (Call sign NRUD; active 08/04/1945-08/01/1973)
8228,332M,USCGC COMANCHE
1465,31DG,USCGC DALLAS (WHEC-716) (Call sign NPCR; commissioned 93/11/1968)
1479,31DU,USCGC DUANE (WHEC-33) (Call sign NRDD; active 08/01/1936 - 08/01/1985)
1498,31ED,USCGC EDISTO (WAGB-284) (Service date 03/20/1947-11/15/1974) 
1516,31EV,USCGC EVERGREEN (WLB-295; call sign NRXD; service date 08/30/1943 - 05/27/1990)
3773,326D,USCGC EWING (WSC/WMEC 137; comm-d 1927; decomm-d 1969)
2404,313L,USCGC GALLATIN (WHEC-721) (Call sign NJOR; commissioned 12/20/1968)
1578,31GL,USCGC GLACIER (WAGB-4) (Call sign NAAO; commissioned 05/27/1955)
1574,31GH,USCGC GRESHAM (WHEC-387; service date 1947 - 1973)
1622,31HT,USCGC HAMILTON (WHEC-715) (Call sign NMAG; commissioned 03/18/1967)
3875,329E,USCGC HARRIET LANE (WMEC-903; commissioned: 05.1984) 
9040,33HK,USCGC HICKORY (Call Sign NXZJ)
1652,31IN,USCGC INGHAM (WHEC-35) (Call sign NRDL; service date 09/12/1936 - 05/27/1988)
2617,319J,USCGC JARVIS (WHEC-725) (Call sign NAQD; commissioned 08/04/1972)
8295,3364,USCGC LORAIN 
1792,31MK,USCGC MACKINAC (Call sign NICC; active 1942-1967)
1797,31MP,USCGC MARIPOSA (WLB-397; call sign NODP;service 1944 - 2000) 
1788,31MG,USCGC MATAGORDA (WHEC-373; service date 1949 - 1967) 
1816,31M8,USCGC MELLON (WHEC-717; call sign NMEL; commissioned 01/09/1968)
1786,31ME,USCGC MENDOTA (WHEC-69; call sign NRUS; active 1945 - 1973)
7270,3316,USCGC MIAMI
2616,319I,USCGC MIDGETT (WHEC-726; call sign NHWR; commissioned 03/17/1972)
1795,31MN,USCGC MINNETONKA (WHEC-67; call sign NRUP; service date 07/11/1946 - 05/31/1974)
2441,314M,USCGC MORGENTHAU (WHEC-722; call sign NDWA; commissioned 03/10/1969) 
2628,319U,USCGC MUNRO (WHEC-724; call sign NGDF; commissioned 09/27/1971)
8324,33CW,USCGC NIKE
1840,31NW,USCGC NORTHWIND (WAGB-282; call sign NRFJ; active 07/28/1945 - 01/20/1989)
8314,33CD,USCGC NOURMAHAL
3072,32L9,USCGC POLAR SEA (WAGB-11; call sign NRU0; comm-d 1977; IMO7391252)
3204,32PZ,USCGC POLAR STAR (WAGB-10; call sign NBTM; built 1976; IMO7367471)
1966,31RE,USCGC RELIANCE (WMEC-615) (Call sign NJPJ; commissioned 06/20/1964)
1964,31RC,USCGC ROCKAWAY (WHEC-377) (Call sign NBTM; 09/26/1966 - 01/29/1972)
2446,314R,USCGC RUSH (WHEC-723) (Call sign NLVS; commissioned 11/16/1968)
2328,311H,USCGC SHERMAN (WHEC-720; call sign NMMJ;commissioned 09/03/1968)\0
2339,311S,USCGC SOUTHWIND (WAGB-280; call sign NMBT; active 06/1944-03/1945; 10/1966-1976)
9922,33S9,USCGC SPAR (WLB 206;Seagoing Buoy Tender;cs NJAR;commissioned 03.08.2001)
1998,31SA,USCGC SPAR (WLB-403;180-foot(55 m)sea going buoy tender;c.s.NODV;active 1944-97)
2006,31SI,USCGC STATEN ISLAND (WAGB-278;cs.NSXN;dec-d 1974;ex.USS Northwind AGB-5 1952)\0
7271,3317,USCGC TALLAPOOSA
1981,31RT,USCGC TANEY (WHEC-37; service date 02/03/1936 - 12/07/1986)
2082,31UM,USCGC UNIMAK (WHEC-379; call sign NBVG; service date 01/03/1949 - 04/29/1988)
2107,31VB,USCGC VALIANT (WMEC-621; call sign NVAI; commissioned 11/03/1967)
2629,319V,USCGC VIGILANT (WMEC-617; call sign NHIC; commissioned 10/03/1964)
2150,31WI,USCGC WINONA (WHEC-65; call sign VRUG7; service date 08/15/1946 - 05/31/1974)
3819,327S,USCGR 1823
1518,31EX,USCGS EXPLORER (Service date 1940 - 1967)
1895,31PF,USCGSS PATHFINDER (OSS 30; active 1942 - 1971; previous name USS Pathfinder) 
4657,49DX,USHIO (Built 01.1991)
9939,49UJ,USHIO MARU (R/V; call sign JD2672; built 1992; IMO9054157)
1396,31BJ,USNS BLUE JACKET (T-AF-51; call sign NSPK; active 1950 - 1970)
1893,31PD,USNS GENERAL ALEXANDER M. PATCH (T-AP-122; active 1950 - 1967)
1585,31GS,USNS GENERAL DANIEL I.SULTAN (T-AP-120;service 1950-87;ex.Admiral W.S. Benson)
1582,31GP,USNS GENERAL EDWIN D.PATRICK (T-AR-124;service 1946-67;ex.USS Admiral C.F.Hughes
1589,31GW,USNS GENERAL W.H.GORDON (AP-117/T-AP-117; 1946 - 1987)
1597,31G4,USNS GOLDEN EAGLE (T-AF-52; call sign NNSL; active 1943 - 1973)
1844,31N0,USNS HENRY J.KAISER (T-AO 187;call sign NHJK;launched 10.1985)
2288,310D,USNS INDOMITABLE (T-AGOS 7;call sign NKNY;active 1985-2002)
1723,31KN,USNS KANE (T-AGS-27) (Call sign NZSK; service date 05/26/1967 - 03/14/2001)
2524,316Z,USNS KILAUEA (T-AE 26)
1579,31GM,USNS MAURICE ROSE (T-AP-1261) (Service date 1945 - 1971)!
3743,325H,USNS NORTHERN LIGHT (AK-284; call sign NGYS; launched 04.1961)
9101,33HN,USNS PATHFINDER (T-AGS-60) (Call Sign NGKK - Delivered 11/28/1994)
2847,32FX,USNS POTOMAC 
1907,31PR,USNS PREVAIL (T-AGOS 8)
2106,31VA,USNS PVT. JOSE F. VALDEZ (T-AG-169; call sign NCSC; active 1961 - 1976)
2016,31SS,USNS SILAS BENT (T-AGS-26; call sign NNUD; service date 07/23/1965 - 10/28/1999)
6794,3389,USNS SUAMICO 
9022,33S5,USNS SUMNER (NZAU) (T-AGS 61)
2276,31Z0,USNS WALTER S. DIEHL (T-AO-193;call sign NWSD;launched 10.1987)
